name,description,higher_level,level,school,casting_time,range,components,duration,ritual,classes,id,created_date,updated_date,created_by_id,created_by,is_sample
Image majeure,"Vous créez l'image d'un objet, d'une créature ou d'un autre phénomène visible de 6 mètres cube maximum. L'image inclut sons, odeurs et température appropriés. Une interaction physique révèle qu'il s'agit d'une illusion.",,3,Illusion,1 action,36 mètres,,"Concentration, 10 minutes",,,68e13660ef6b3299233f2f83,2025-10-04T14:59:44.108000,2025-10-04T14:59:44.108000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Protection contre l'énergie,"Une créature touchée acquiert une résistance à un type de dégâts au choix : acide, froid, feu, foudre ou tonnerre.",,3,Abjuration,1 action,Contact,,"Concentration, 1 heure",,,68e13660ef6b3299233f2f84,2025-10-04T14:59:44.108000,2025-10-04T14:59:44.108000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Tempête de neige,De la grêle et de la glace tombent dans un cylindre de 6 mètres de rayon et 12 mètres de haut. La zone est à visibilité nulle et terrain difficile. Les créatures subissent 2d8 dégâts contondants et 4d6 dégâts de froid (jet de Dextérité pour moitié).,1d8 contondants supplémentaires par niveau au-delà du 3e.,3,Conjuration,1 action,45 mètres,,"Concentration, 1 minute",,,68e13660ef6b3299233f2f89,2025-10-04T14:59:44.108000,2025-10-04T14:59:44.108000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Feuille morte,"Choisissez jusqu'à cinq créatures en chute libre. La vitesse de descente des cibles ralentit à 18 mètres par round jusqu'à la fin du sort. Si une créature atterrit avant la fin du sort, elle ne subit aucun dégât de chute.",,1,Transmutation,1 réaction,18 mètres,,1 minute,,,68e13660ef6b3299233f2f72,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Toile d'araignée,Vous conjurez une masse de toiles d'araignée épaisses et collantes dans un cube de 6 mètres d'arête. Les toiles sont un terrain difficile et imposent un camouflage léger. Les créatures doivent réussir un jet de Force ou être entravées.,,2,Conjuration,1 action,18 mètres,,"Concentration, 1 heure",,,68e13660ef6b3299233f2f7a,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Serviteur invisible,"Ce sort crée une force invisible, dépourvue d'intelligence et de forme, qui effectue des tâches simples sur votre ordre. Le serviteur ne peut pas attaquer mais peut manipuler des objets, ouvrir des portes, porter jusqu'à 15 kg.",,1,Conjuration,1 action,18 mètres,,1 heure,TRUE,,68e13660ef6b3299233f2f77,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Graisse,De la graisse visqueuse recouvre le sol dans un carré de 3 mètres de côté. La zone devient un terrain difficile. Les créatures qui y entrent ou y commencent leur tour doivent réussir un jet de sauvegarde de Dextérité ou tomber à terre.,,1,Conjuration,1 action,18 mètres,,1 minute,,,68e13660ef6b3299233f2f73,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Rafale de vent,"Une ligne de vent fort de 18 mètres de long et 3 mètres de large souffle. Les créatures doivent réussir un jet de Force ou être repoussées de 4,50 mètres. Le vent disperse gaz et vapeurs et éteint les flammes.",,2,Évocation,1 action,Personnelle (ligne 18m),,"Concentration, 1 minute",,,68e13660ef6b3299233f2f7c,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Immobiliser un humanoïde,"Choisissez un humanoïde visible à portée. La cible doit réussir un jet de sauvegarde de Sagesse ou être paralysée. À la fin de chacun de ses tours, elle peut refaire le jet.",Une créature supplémentaire par niveau au-delà du 2e.,2,Enchantement,1 action,18 mètres,,"Concentration, 1 minute",,,68e13660ef6b3299233f2f7d,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Nappe de brouillard,Vous créez une sphère de brouillard de 6 mètres de rayon centrée sur un point à portée. Le brouillard se répand en contournant les angles et la zone est à visibilité nulle.,,1,Conjuration,1 action,36 mètres,,"Concentration, 1 heure",,,68e13660ef6b3299233f2f76,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Alarme,"Vous créez une alarme contre les intrusions. Choisissez une porte, une fenêtre ou une zone de 6 mètres cube maximum. Vous choisissez si l'alarme est mentale ou audible. Une alarme mentale vous alerte tant que vous êtes à 1,5 km maximum.",,1,Abjuration,1 minute,9 mètres,,8 heures,TRUE,,68e13660ef6b3299233f2f75,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Appel de familier,"Vous obtenez un familier, un esprit qui prend la forme d'un animal. Tant que votre familier est à 30 mètres, vous pouvez communiquer avec lui par télépathie. Vous pouvez voir et entendre à travers ses sens.",,1,Conjuration,1 heure,3 mètres,,Instantanée,TRUE,,68e13660ef6b3299233f2f78,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Agrandissement/Rapetissement,"Vous agrandissez ou réduisez une créature ou un objet. Agrandissement double la taille et multiplie le poids par 8, +1d4 aux dégâts. Rapetissement divise par deux la taille et le poids par 8, -1d4 aux dégâts.",,2,Transmutation,1 action,9 mètres,,"Concentration, 1 minute",,,68e13660ef6b3299233f2f79,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Compréhension des langues,"Vous comprenez le sens littéral de toute langue parlée que vous entendez. Vous comprenez également tout écrit que vous voyez, mais vous devez toucher la surface sur laquelle les mots sont inscrits.",,1,Divination,1 action,Personnelle,,1 heure,TRUE,,68e13660ef6b3299233f2f71,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Fracassement,"Un bruit assourdissant retentit. Chaque créature dans une sphère de 3 mètres de rayon subit 3d8 dégâts de tonnerre (jet de Constitution pour moitié). Les objets non magiques en verre, cristal, métal ou bois sont détruits.",1d8 supplémentaire par niveau au-delà du 2e.,2,Évocation,1 action,18 mètres,,Instantanée,,,68e13660ef6b3299233f2f7b,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Aveuglement/Surdité,Vous rendez une créature aveugle ou sourde. La cible doit réussir un jet de Constitution ou être affectée. Elle peut refaire le jet à la fin de chacun de ses tours.,Une créature supplémentaire par niveau au-delà du 2e.,2,Nécromancie,1 action,9 mètres,,1 minute,,,68e13660ef6b3299233f2f7f,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Détection des pensées,"Vous pouvez lire les pensées de certaines créatures. Vous percevez la présence de pensées à 9 mètres. Vous pouvez sonder l'esprit d'une créature, lisant ses pensées superficielles ou plus profondes.",,2,Divination,1 action,Personnelle,,"Concentration, 1 minute",,,68e13660ef6b3299233f2f7e,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Saut,Vous touchez une créature. La distance de saut de la créature est triplée jusqu'à la fin du sort.,,1,Transmutation,1 action,Contact,,1 minute,,,68e13660ef6b3299233f2f74,2025-10-04T14:59:44.107000,2025-10-04T14:59:44.107000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Charme-personne,Un humanoïde qui rate son jet de Sagesse est charmé et vous considère comme un ami.,Une créature supplémentaire par niveau au-delà du 1er.,1,Enchantement,1 action,9 mètres,,1 heure,,,68e1354d944431b311e52db6,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Détection de la magie,Vous percevez la présence de magie à 9 mètres et pouvez identifier son école.,,1,Divination,1 action,Personnelle,,"Concentration, 10 minutes",TRUE,,68e1354d944431b311e52db8,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Identification,Vous apprenez les propriétés magiques d'un objet touché.,,1,Divination,1 minute,Contact,,Instantanée,TRUE,,68e1354d944431b311e52db9,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Arrêt du temps,Le temps s'arrête pour tout le monde sauf vous. Vous bénéficiez de 1d4+1 tours pendant lesquels vous agissez normalement.,,9,Transmutation,1 action,Personnelle,,Instantanée,,,68e1354d944431b311e52dd7,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Armure du mage,Une créature sans armure obtient une CA de base de 13 + modificateur de Dextérité.,,1,Abjuration,1 action,Contact,,8 heures,,,68e1354d944431b311e52db5,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Déguisement,"Vous modifiez votre apparence (±30 cm de hauteur, corpulence différente).",,1,Illusion,1 action,Personnelle,,1 heure,,,68e1354d944431b311e52dba,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Suggestion,Vous suggérez magiquement une ligne de conduite raisonnable à une créature.,,2,Enchantement,1 action,9 mètres,,"Concentration, 8 heures",,,68e1354d944431b311e52dc3,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Boule de feu,Explosion dans une sphère de 6m de rayon infligeant 8d6 dégâts de feu (jet de Dextérité pour moitié).,1d6 supplémentaire par niveau au-delà du 3e.,3,Évocation,1 action,45 mètres,,Instantanée,,,68e1354d944431b311e52dc8,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Peau de pierre,"Une créature touchée a une résistance aux dégâts non-magiques contondants, perforants et tranchants.",,4,Abjuration,1 action,Contact,,"Concentration, 1 heure",,,68e1354d944431b311e52dd1,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Projectile magique,"Trois projectiles lumineux touchent automatiquement, chacun infligeant 1d4+1 dégâts de force.",Un projectile supplémentaire par niveau au-delà du 1er.,1,Évocation,1 action,36 mètres,,Instantanée,,,68e1354d944431b311e52db3,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Ténèbres,"Ténèbres magiques dans une sphère de 4,50m de rayon. La vision dans le noir ne fonctionne pas.",,2,Évocation,1 action,18 mètres,,"Concentration, 10 minutes",,,68e1354d944431b311e52dc4,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Couleurs dansantes,"Lumières aveuglantes affectant 6d10 PV de créatures (par ordre croissant), les aveuglant.",2d10 supplémentaires par niveau au-delà du 1er.,1,Illusion,1 action,"Personnelle (cône 4,50m)",,1 round,,,68e1354d944431b311e52dbc,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Pas brumeux,Vous vous téléportez jusqu'à 9 mètres vers un espace inoccupé visible.,,2,Conjuration,1 action bonus,Personnelle,,Instantanée,,,68e1354d944431b311e52dc2,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Sphère de feu,"Sphère de feu mobile de 1,50m de diamètre infligeant 2d6 dégâts de feu aux créatures proches.",1d6 supplémentaire par niveau au-delà du 2e.,2,Conjuration,1 action,18 mètres,,"Concentration, 1 minute",,,68e1354d944431b311e52dc6,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Porte dimensionnelle,Vous vous téléportez jusqu'à 150 mètres vers un espace visible ou décrit par distance et direction.,,4,Conjuration,1 action,150 mètres,,Instantanée,,,68e1354d944431b311e52dcf,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Souhait,"Le sort le plus puissant. Peut dupliquer n'importe quel sort de niveau 8 ou inférieur, ou créer d'autres effets au choix du MJ.",,9,Conjuration,1 action,Personnelle,,Instantanée,,,68e1354d944431b311e52dd8,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Aspersion d'acide,"Lancez une bulle d'acide. Choisissez une créature ou deux créatures distantes de 1,50 mètre maximum. Une cible rate son jet de Dextérité subit 1d6 dégâts d'acide.","Les dégâts augmentent de 1d6 aux niveaux 5 (2d6), 11 (3d6) et 17 (4d6).",0,Conjuration,1 action,18 mètres,,Instantanée,,,68e1354d944431b311e52db1,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Éclair,Éclair en ligne infligeant 8d6 dégâts de foudre (jet de Dextérité pour moitié).,1d6 supplémentaire par niveau au-delà du 3e.,3,Évocation,1 action,Personnelle (ligne 30m),,Instantanée,,,68e1354d944431b311e52dc9,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Flou,Votre corps devient flou. Les attaquants ont un désavantage aux jets d'attaque contre vous.,,2,Illusion,1 action,Personnelle,,"Concentration, 1 minute",,,68e1354d944431b311e52dbf,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Hâte,"Double la vitesse d'une créature, +2 CA, avantage aux jets de Dextérité, action supplémentaire par tour.",Une créature supplémentaire par niveau au-delà du 3e.,3,Transmutation,1 action,9 mètres,,"Concentration, 1 minute",,,68e1354d944431b311e52dcb,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Téléportation,Vous et jusqu'à 8 créatures consentantes vous téléportez vers une destination que vous connaissez.,,7,Conjuration,1 action,3 mètres,,Instantanée,,,68e1354d944431b311e52dd6,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Dissipation de la magie,"Termine tout sort de niveau 3 ou inférieur sur une créature, objet ou zone. Test d'aptitude magique pour sorts de niveau 4+.",Termine automatiquement les sorts de niveau égal ou inférieur à l'emplacement utilisé.,3,Abjuration,1 action,36 mètres,,Instantanée,,,68e1354d944431b311e52dce,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Mains brûlantes,Nappe de flammes infligeant 3d6 dégâts de feu (jet de Dextérité pour moitié).,1d6 supplémentaire par niveau au-delà du 1er.,1,Évocation,1 action,"Personnelle (cône 4,50m)",,Instantanée,,,68e1354d944431b311e52dbd,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Lévitation,Une créature ou objet (max 250 kg) s'élève et reste suspendu jusqu'à 6 mètres de haut.,,2,Transmutation,1 action,18 mètres,,"Concentration, 10 minutes",,,68e1354d944431b311e52dc7,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Cône de froid,Souffle de froid infligeant 8d8 dégâts de froid (jet de Constitution pour moitié).,1d8 supplémentaire par niveau au-delà du 5e.,5,Évocation,1 action,Personnelle (cône 18m),,Instantanée,,,68e1354d944431b311e52dd4,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Invisibilité,Une créature touchée devient invisible jusqu'à ce qu'elle attaque ou lance un sort.,Une créature supplémentaire par niveau au-delà du 2e.,2,Illusion,1 action,Contact,,"Concentration, 1 heure",,,68e1354d944431b311e52dc0,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Lenteur,"Jusqu'à 6 créatures voient leur vitesse réduite de moitié, -2 CA, désavantage aux jets de Dextérité.",Une créature supplémentaire par niveau au-delà du 3e.,3,Transmutation,1 action,36 mètres,,"Concentration, 1 minute",,,68e1354d944431b311e52dcc,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Orbe chromatique,"Attaque de sort à distance infligeant 3d8 dégâts du type choisi (acide, froid, feu, foudre, poison ou tonnerre).",1d8 supplémentaire par niveau au-delà du 1er.,1,Évocation,1 action,27 mètres,,Instantanée,,,68e1354d944431b311e52dbe,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Métamorphose,Transforme une créature en une autre créature. Les PV et statistiques changent selon la nouvelle forme.,,4,Transmutation,1 action,18 mètres,,"Concentration, 1 heure",,,68e1354d944431b311e52dd2,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Mur de feu,Mur opaque de flammes infligeant 5d8 dégâts de feu aux créatures qui le traversent.,1d8 supplémentaire par niveau au-delà du 4e.,4,Évocation,1 action,36 mètres,,"Concentration, 1 minute",,,68e1354d944431b311e52dd3,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Sommeil,Endort des créatures pour un total de 5d8 points de vie dans un rayon de 6 mètres.,2d8 supplémentaires par niveau au-delà du 1er.,1,Enchantement,1 action,27 mètres,,1 minute,,,68e1354d944431b311e52db7,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Vol,Une créature touchée acquiert une vitesse de vol de 18 mètres.,Une créature supplémentaire par niveau au-delà du 3e.,3,Transmutation,1 action,Contact,,"Concentration, 10 minutes",,,68e1354d944431b311e52dca,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Invisibilité supérieure,Une créature touchée devient invisible. Le sort ne se termine pas si la cible attaque ou lance un sort.,,4,Illusion,1 action,Contact,,"Concentration, 1 minute",,,68e1354d944431b311e52dd0,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Télékinésie,Contrôlez le mouvement d'une créature ou d'un objet de 500 kg maximum par la pensée.,,5,Transmutation,1 action,18 mètres,,"Concentration, 10 minutes",,,68e1354d944431b311e52dd5,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Décharge occulte,Un rayon d'énergie crépitante inflige 1d10 dégâts de force. Le sort crée plusieurs rayons aux niveaux supérieurs.,"Deux rayons au niveau 5, trois au niveau 11, quatre au niveau 17.",0,Évocation,1 action,36 mètres,,Instantanée,,,68e1354d944431b311e52db2,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Image silencieuse,"Crée l'image visuelle d'un objet ou créature de maximum 4,50 mètres cube.",,1,Illusion,1 action,18 mètres,,"Concentration, 10 minutes",,,68e1354d944431b311e52dbb,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Rayon ardent,"Trois rayons de feu, chacun infligeant 2d6 dégâts de feu sur attaque réussie.",Un rayon supplémentaire par niveau au-delà du 2e.,2,Évocation,1 action,36 mètres,,Instantanée,,,68e1354d944431b311e52dc5,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Contresort,Tente d'interrompre un sort en cours d'incantation. Test d'aptitude magique si le sort est de niveau 4+.,Interrompt automatiquement les sorts de niveau égal ou inférieur à l'emplacement utilisé.,3,Abjuration,1 réaction,18 mètres,,Instantanée,,,68e1354d944431b311e52dcd,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Bouclier,Une barrière invisible vous donne un bonus de +5 à la CA jusqu'au début de votre prochain tour.,,1,Abjuration,1 réaction,Personnelle,,1 round,,,68e1354d944431b311e52db4,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Image miroir,Trois duplicatas illusoires apparaissent. Les attaques ont une chance de toucher un duplicata au lieu de vous.,,2,Illusion,1 action,Personnelle,,1 minute,,,68e1354d944431b311e52dc1,2025-10-04T14:55:09.662000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Illusion mineure,"Crée un son ou une image d'un objet ne dépassant pas 1,50 mètre cube. L'illusion est purement visuelle ou auditive.",,0,Illusion,1 action,9 mètres,,1 minute,,,68e1354d944431b311e52db0,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.662000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Lumière,Un objet touché émet une lumière vive dans un rayon de 6 mètres et une lumière faible sur 6 mètres supplémentaires.,,0,Évocation,1 action,Contact,,1 heure,,,68e1354d944431b311e52daf,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.661000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Main du mage,"Une main spectrale flottante apparaît à portée. Vous pouvez l'utiliser pour manipuler des objets, ouvrir des portes, ranger ou récupérer des objets dans des contenants ouverts.",,0,Conjuration,1 action,9 mètres,,1 minute,,,68e1354d944431b311e52dad,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.661000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Trait de feu,"Vous lancez un trait de feu sur une créature ou un objet à portée. Faites une attaque de sort à distance contre la cible. Si vous touchez, la cible subit 1d10 dégâts de feu.","Les dégâts augmentent de 1d10 aux niveaux 5 (2d10), 11 (3d10) et 17 (4d10).",0,Évocation,1 action,36 mètres,,Instantanée,,,68e1354d944431b311e52dab,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.661000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Rayon de givre,"Un rayon de lumière bleu-blanc fuse vers une créature à portée. Faites une attaque de sort à distance. Si vous touchez, elle subit 1d8 dégâts de froid et sa vitesse est réduite de 3 mètres jusqu'au début de votre prochain tour.","Les dégâts augmentent de 1d8 aux niveaux 5 (2d8), 11 (3d8) et 17 (4d8).",0,Évocation,1 action,18 mètres,,Instantanée,,,68e1354d944431b311e52dac,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.661000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Prestidigitation,"Tour de magie mineur permettant d'allumer/éteindre une bougie, nettoyer/salir un objet, réchauffer/refroidir, créer une petite marque, un effet sensoriel ou un objet illusoire.",,0,Transmutation,1 action,3 mètres,,Jusqu'à 1 heure,,,68e1354d944431b311e52dae,2025-10-04T14:55:09.661000,2025-10-04T14:55:09.661000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Lumière,"Vous touchez un objet qui ne fait pas plus de 3 mètres dans n'importe quelle dimension. Jusqu'à la fin du sort, l'objet émet une lumière vive dans un rayon de 6 mètres et une lumière faible sur 6 mètres supplémentaires. La lumière peut être de la couleur que vous voulez. Couvrir complètement l'objet avec quelque chose d'opaque bloque la lumière.",,0,Évocation,1 action,Contact,,1 heure,FALSE,,68e0da86d9e4b156670e9c5a,2025-10-04T08:27:50.567000,2025-10-04T08:27:50.567000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Flamme sacrée,Une lumière radieuse descend sur une créature que vous pouvez voir à portée. La cible doit réussir un jet de sauvegarde de Dextérité ou subir 1d8 dégâts radiants. La cible ne bénéficie d'aucun bonus à la CA procuré par un abri pour ce jet de sauvegarde.,"Les dégâts du sort augmentent de 1d8 lorsque vous atteignez le niveau 5 (2d8), le niveau 11 (3d8), et le niveau 17 (4d8).",0,Évocation,1 action,18 mètres,,Instantanée,FALSE,,68e0da86d9e4b156670e9c58,2025-10-04T08:27:50.567000,2025-10-04T08:27:50.567000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Clair de lune,Une lumière argentée emplit une sphère de 9 mètres de rayon centrée sur un point que vous choisissez à portée. La zone est baignée d'une lumière vive et les créatures de votre choix dans la zone ont un avantage aux jets de Sagesse. Les créatures métamorphes qui ratent un jet de sauvegarde de Charisme contre ce sort reprennent leur forme véritable et ne peuvent pas se métamorphoser de nouveau tant qu'elles restent dans la lumière.,,2,Évocation,1 action,36 mètres,,"Concentration, jusqu'à 1 minute",FALSE,,68e0da86d9e4b156670e9c5c,2025-10-04T08:27:50.567000,2025-10-04T08:27:50.567000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Restauration supérieure,"Vous imprégnez une créature que vous touchez d'énergie positive pour annuler un effet débilitant. Vous pouvez réduire le niveau d'épuisement de la cible de un, ou mettre fin à l'un des effets suivants affectant la cible : un effet de charme ou de pétrification, une malédiction, toute réduction d'une des valeurs de caractéristique de la cible, ou un effet réduisant le maximum de points de vie de la cible.",,5,Abjuration,1 action,Contact,,Instantanée,FALSE,,68e0da86d9e4b156670e9c56,2025-10-04T08:27:50.567000,2025-10-04T08:27:50.567000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
Arme spirituelle,"Vous créez une arme spectrale flottante à portée qui persiste pour la durée du sort ou jusqu'à ce que vous lanciez à nouveau ce sort. Lorsque vous lancez le sort, vous pouvez faire une attaque de sort au corps à corps contre une créature à 1,50 mètre de l'arme. En cas de réussite, la cible subit des dégâts de force égaux à 1d8 + votre modificateur de caractéristique d'incantation. Par une action bonus à votre tour, vous pouvez déplacer l'arme jusqu'à 6 mètres et répéter l'attaque contre une créature à 1,50 mètre d'elle.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, les dégâts augmentent de 1d8 tous les deux niveaux d'emplacement au-delà du niveau 2.",2,Évocation,1 action bonus,18 mètres,,1 minute,FALSE,,68e0da86d9e4b156670e9c57,2025-10-04T08:27:50.567000,2025-10-04T08:27:50.567000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
